Order_ID,Order_Date,Order_Time,Delivery_Time,Hub_Region,Distance_KM,Delivery_Duration_Min,Is_On_Time,Delivery_Fee_Charged,Payout_to_Driver,Customer_Rating,Order_Value_INR,Net_Profit_INR
BLK110603,2025-10-04,13:58,14:35,North Hub,11.17,37,0,25,37.34,3.1,321,26
BLK130291,2025-10-04,18:52,19:14,West Hub,1.01,22,1,15,11.02,4.4,799,64
BLK113248,2025-10-04,22:38,22:54,South Hub,3.71,16,1,35,28.42,4.8,1621,138
BLK108566,2025-10-04,17:49,18:12,West Hub,6.84,23,1,25,28.68,4.6,2109,204
BLK120080,2025-10-04,14:29,14:54,South Hub,9.11,25,1,15,27.22,3.2,2454,249
BLK117484,2025-10-04,22:23,22:48,West Hub,7.11,25,1,15,23.22,4.5,2140,219
BLK136597,2025-10-04,13:07,13:42,East Hub,9.42,35,0,15,27.84,4.0,1553,185
BLK124575,2025-10-04,09:57,10:20,North Hub,3.31,23,1,15,15.62,4.5,1977,186
BLK141041,2025-10-04,17:34,17:50,South Hub,3.15,16,1,49,35.7,4.8,1243,130
BLK100537,2025-10-04,21:53,22:19,West Hub,6.46,26,1,15,21.92,4.2,1215,107
BLK114461,2025-10-04,10:24,11:03,East Hub,10.35,39,0,35,41.7,3.4,1397,163
BLK147564,2025-10-04,20:12,20:33,South Hub,6.12,21,1,25,27.24,4.5,1864,149
BLK130778,2025-10-04,13:46,14:09,South Hub,10.1,23,1,15,29.2,4.6,406,43
BLK136073,2025-10-04,14:26,14:53,North Hub,8.73,27,1,15,26.46,4.2,1658,155
BLK139674,2025-10-04,09:16,09:40,North Hub,4.47,24,1,25,23.94,4.7,1398,164
BLK103351,2025-10-04,22:47,23:25,East Hub,10.09,38,0,15,29.18,3.2,565,57
BLK147925,2025-10-04,20:10,20:45,North Hub,10.31,35,0,15,29.62,3.8,1911,177
BLK118569,2025-10-04,10:29,10:54,West Hub,8.59,25,1,15,26.18,4.6,536,62
BLK115655,2025-10-04,15:11,15:46,East Hub,9.11,35,0,49,47.62,3.7,438,43
BLK126292,2025-10-04,21:07,21:29,South Hub,8.61,22,1,25,32.22,2.9,1142,113
BLK103919,2025-10-04,16:28,17:01,South Hub,11.76,33,0,15,32.52,3.9,2478,292
BLK137470,2025-10-04,21:14,21:35,North Hub,4.39,21,1,25,23.78,4.5,1546,133
BLK120220,2025-10-04,11:36,12:06,East Hub,2.92,30,1,15,14.84,4.1,1036,119
BLK131132,2025-10-04,10:16,10:45,West Hub,9.96,29,1,35,40.92,4.2,526,54
BLK107712,2025-10-04,20:53,21:25,West Hub,9.69,32,0,25,34.38,3.7,1756,201
BLK143072,2025-10-04,15:04,15:38,East Hub,6.24,34,0,35,33.48,3.8,160,18
BLK129936,2025-10-04,08:27,08:55,West Hub,4.97,28,1,15,18.94,4.0,1814,188
BLK148198,2025-10-04,20:14,20:36,South Hub,2.65,22,1,15,14.3,4.5,2461,292
BLK127818,2025-10-04,08:18,08:38,South Hub,2.95,20,1,35,26.9,4.8,797,86
BLK102932,2025-10-04,09:55,10:20,West Hub,5.77,25,1,15,20.54,4.5,1488,131
BLK130179,2025-10-04,15:49,16:13,North Hub,6.92,24,1,25,28.84,2.4,807,90
BLK113168,2025-10-04,13:24,13:48,North Hub,5.56,24,1,15,20.12,4.6,1249,131
BLK103262,2025-10-04,09:44,10:25,East Hub,7.98,41,0,15,24.96,2.9,1605,131
BLK117650,2025-10-04,17:42,18:10,North Hub,6.7,28,1,25,28.4,4.0,317,36
BLK112098,2025-10-04,20:08,20:33,South Hub,7.5,25,1,35,36.0,4.5,382,32
BLK110160,2025-10-04,13:10,13:32,East Hub,2.3,22,1,15,13.6,4.7,2280,224
BLK121828,2025-10-04,13:01,13:27,North Hub,6.49,26,1,35,33.98,4.3,468,43
BLK104731,2025-10-04,12:23,12:45,West Hub,5.54,22,1,15,20.08,2.6,982,107
BLK131760,2025-10-04,10:33,10:53,North Hub,3.24,20,1,25,21.48,4.8,479,47
BLK117657,2025-10-04,13:42,14:00,North Hub,1.87,18,1,25,18.74,2.0,1155,116
BLK125952,2025-10-04,21:44,22:22,North Hub,11.41,38,0,35,43.82,3.2,833,77
BLK126846,2025-10-04,09:19,09:39,South Hub,1.6,20,1,25,18.2,4.8,1329,118
BLK121608,2025-10-04,09:51,10:13,South Hub,7.61,22,1,49,44.62,4.5,1557,175
BLK127152,2025-10-04,17:07,17:35,South Hub,7.06,28,1,35,35.12,4.0,2246,217
BLK126329,2025-10-04,20:08,20:31,North Hub,3.0,23,1,35,27.0,4.4,728,84
BLK115065,2025-10-04,09:42,09:58,North Hub,1.17,16,1,25,17.34,4.7,946,93
BLK113181,2025-10-04,10:25,10:53,East Hub,2.72,28,1,49,34.84,4.3,2328,248
BLK103556,2025-10-04,18:34,18:55,South Hub,2.41,21,1,15,13.82,4.6,2110,238
BLK100300,2025-10-04,15:33,16:01,South Hub,10.25,28,1,25,35.5,4.4,1884,157
BLK106766,2025-10-04,11:46,12:08,South Hub,8.37,22,1,35,37.74,4.5,378,31
BLK121308,2025-10-04,17:58,18:25,West Hub,9.77,27,1,15,28.54,4.4,332,35
BLK121042,2025-10-04,17:53,18:12,South Hub,4.29,19,1,35,29.58,4.8,1685,163
BLK117260,2025-10-04,15:49,16:25,East Hub,7.22,36,0,25,29.44,3.3,2110,242
BLK109701,2025-10-04,11:44,12:15,West Hub,7.31,31,0,49,44.02,3.7,1237,147
BLK102528,2025-10-04,15:18,16:01,East Hub,11.66,43,0,35,44.32,2.7,388,33
BLK131988,2025-10-04,09:41,10:08,North Hub,3.03,27,1,49,35.46,4.1,1903,218
BLK132558,2025-10-04,18:24,18:54,East Hub,1.87,30,1,15,12.74,1.9,1817,203
BLK124271,2025-10-04,19:31,19:54,North Hub,4.27,23,1,49,37.94,4.6,378,40
BLK118033,2025-10-04,22:10,22:27,South Hub,1.48,17,1,35,23.96,4.8,837,73
BLK126781,2025-10-04,21:44,22:22,North Hub,11.85,38,0,35,44.7,3.5,1657,177
BLK139233,2025-10-04,09:03,09:31,South Hub,11.17,28,1,15,31.34,4.1,1771,172
BLK102553,2025-10-04,21:58,22:28,North Hub,9.54,30,1,25,34.08,2.0,1683,145
BLK143944,2025-10-04,16:31,16:51,North Hub,2.64,20,1,15,14.28,4.9,1574,182
BLK145907,2025-10-04,18:23,18:57,West Hub,10.45,34,0,25,35.9,3.8,1657,138
BLK137697,2025-10-04,16:22,16:45,West Hub,6.24,23,1,25,27.48,4.6,180,19
BLK113716,2025-10-04,13:26,13:51,West Hub,2.71,25,1,25,20.42,4.4,1971,236
BLK134804,2025-10-04,11:11,11:29,North Hub,2.42,18,1,25,19.84,4.8,2042,181
BLK100944,2025-10-04,22:41,23:13,East Hub,6.96,32,0,49,43.32,3.8,740,59
BLK123102,2025-10-04,18:51,19:27,North Hub,9.58,36,0,25,34.16,3.3,1593,164
BLK114420,2025-10-04,20:52,21:29,East Hub,7.48,37,0,35,35.96,4.2,1198,132
BLK133230,2025-10-04,22:31,22:59,West Hub,7.24,28,1,35,35.48,4.3,2239,182
BLK118353,2025-10-04,18:16,18:47,East Hub,3.98,31,0,25,22.96,3.8,797,84
BLK109197,2025-10-04,15:44,16:11,South Hub,9.86,27,1,35,40.72,4.3,1983,214
BLK123101,2025-10-04,14:20,14:45,South Hub,11.64,25,1,15,32.28,4.6,1575,150
BLK126371,2025-10-04,17:16,17:45,North Hub,5.56,29,1,35,32.12,4.2,1103,104
BLK121324,2025-10-04,13:02,13:28,West Hub,7.14,26,1,35,35.28,4.1,337,33
BLK149014,2025-10-04,10:20,10:39,South Hub,2.48,19,1,49,34.36,4.0,1012,104
BLK119443,2025-10-04,22:20,22:47,South Hub,7.84,27,1,25,30.68,4.2,705,81
BLK141780,2025-10-04,18:40,19:19,East Hub,9.95,39,0,15,28.9,3.3,2042,181
BLK128148,2025-10-04,10:57,11:24,West Hub,8.61,27,1,25,32.22,4.2,856,94
BLK147479,2025-10-04,22:57,23:23,East Hub,1.63,26,1,15,12.26,4.3,1580,175
BLK102199,2025-10-04,13:40,14:08,West Hub,6.09,28,1,15,21.18,4.2,522,62
BLK118514,2025-10-04,22:07,22:31,North Hub,5.93,24,1,35,32.86,4.4,1219,111
BLK100318,2025-10-04,16:16,16:46,South Hub,10.22,30,1,15,29.44,4.3,2421,255
BLK112171,2025-10-04,13:47,14:25,East Hub,8.72,38,0,15,26.44,3.5,354,30
BLK102157,2025-10-04,08:49,09:14,North Hub,7.06,25,1,35,35.12,4.5,1541,168
BLK122765,2025-10-04,12:29,12:50,South Hub,5.68,21,1,49,40.76,4.7,2110,168
BLK107522,2025-10-04,22:01,22:25,North Hub,6.5,24,1,15,22.0,4.6,1863,186
BLK109614,2025-10-04,19:43,20:04,West Hub,3.05,21,1,25,21.1,4.6,1337,112
BLK107531,2025-10-04,13:47,14:10,East Hub,1.04,23,1,35,23.08,4.7,1194,108
BLK118630,2025-10-04,16:50,17:08,South Hub,5.36,18,1,15,19.72,4.9,2083,223
BLK105319,2025-10-04,08:51,09:14,South Hub,4.12,23,1,35,29.24,4.6,952,86
BLK125562,2025-10-04,08:30,08:59,South Hub,11.76,29,1,35,44.52,4.1,1991,230
BLK112959,2025-10-04,12:48,13:03,South Hub,3.66,15,1,35,28.32,5.0,2415,262
BLK130307,2025-10-04,14:22,15:10,East Hub,11.94,48,0,25,38.88,2.1,1414,141
BLK101794,2025-10-04,18:32,18:57,West Hub,5.78,25,1,15,20.56,4.6,1633,187
BLK148445,2025-10-04,11:30,11:47,West Hub,2.75,17,1,25,20.5,4.8,1399,139
BLK147614,2025-10-04,21:31,22:03,North Hub,9.08,32,0,15,27.16,3.8,480,45
BLK143284,2025-10-04,13:53,14:29,East Hub,6.17,36,0,35,33.34,3.5,528,47
BLK104514,2025-10-04,13:48,14:08,North Hub,4.25,20,1,35,29.5,4.7,2099,177
BLK115796,2025-10-04,22:16,22:40,South Hub,10.75,24,1,49,50.9,4.7,290,26
BLK100841,2025-10-04,16:43,17:21,East Hub,11.15,38,0,15,31.3,4.1,1002,106
BLK127035,2025-10-04,18:28,18:57,East Hub,6.36,29,1,25,27.72,4.3,2150,253
BLK139397,2025-10-04,20:26,20:48,South Hub,5.51,22,1,25,26.02,4.6,1357,161
BLK122406,2025-10-04,16:41,17:00,South Hub,3.26,19,1,15,15.52,4.9,1383,154
BLK100022,2025-10-04,19:11,19:48,East Hub,9.42,37,0,15,27.84,3.3,1632,165
BLK103038,2025-10-04,08:59,09:33,North Hub,11.05,34,0,35,43.1,3.9,1554,147
BLK148342,2025-10-04,19:49,20:19,South Hub,10.18,30,1,15,29.36,4.3,533,60
BLK123787,2025-10-04,11:39,12:18,East Hub,9.77,39,0,15,28.54,3.4,2462,256
BLK147177,2025-10-04,13:46,14:06,South Hub,6.91,20,1,35,34.82,4.9,259,27
BLK141799,2025-10-04,17:45,18:19,West Hub,11.35,34,0,15,31.7,3.7,1873,185
BLK119338,2025-10-04,09:25,10:00,North Hub,10.12,35,0,15,29.24,1.3,2284,197
BLK121684,2025-10-04,09:02,09:40,East Hub,7.53,38,0,35,36.06,3.1,647,69
BLK112072,2025-10-05,15:57,16:33,East Hub,8.35,36,0,15,25.7,3.2,1304,147
BLK130723,2025-10-05,11:11,11:42,North Hub,7.51,31,0,35,36.02,3.7,347,28
BLK146797,2025-10-05,14:59,15:17,West Hub,4.21,18,1,35,29.42,4.8,588,70
BLK130259,2025-10-05,15:26,15:52,North Hub,7.36,26,1,35,35.72,3.0,523,52
BLK131626,2025-10-05,16:18,17:01,East Hub,10.11,43,0,35,41.22,2.9,1797,165
BLK129283,2025-10-05,21:47,22:16,South Hub,8.74,29,1,35,38.48,3.6,2083,235
BLK146459,2025-10-05,12:04,12:33,East Hub,4.9,29,1,15,18.8,4.3,2230,260
BLK103877,2025-10-05,11:25,11:53,West Hub,6.04,28,1,15,21.08,4.1,1085,96
BLK131729,2025-10-05,15:43,16:06,North Hub,1.26,23,1,15,11.52,4.7,1418,136
BLK120284,2025-10-05,21:22,22:00,East Hub,7.29,38,0,49,43.98,3.0,1656,176
BLK136667,2025-10-05,18:39,19:06,North Hub,6.38,27,1,15,21.76,4.2,577,50
BLK117576,2025-10-05,09:50,10:15,West Hub,8.12,25,1,25,31.24,4.3,2081,228
BLK101326,2025-10-05,11:08,11:31,West Hub,1.25,23,1,15,11.5,4.5,2437,278
BLK106060,2025-10-05,11:58,12:28,North Hub,5.58,30,1,25,26.16,4.2,1366,120
BLK109450,2025-10-05,08:46,09:09,West Hub,2.12,23,1,35,25.24,4.6,948,80
BLK146465,2025-10-05,08:45,09:11,North Hub,7.67,26,1,15,24.34,4.0,1054,104
BLK128080,2025-10-05,19:46,20:17,East Hub,6.65,31,0,35,34.3,3.7,963,77
BLK121416,2025-10-05,12:26,12:58,North Hub,6.65,32,0,35,34.3,3.6,1714,187
BLK133818,2025-10-05,09:19,10:01,East Hub,9.71,42,0,15,28.42,2.8,2143,252
BLK105378,2025-10-05,14:14,14:48,East Hub,4.11,34,0,35,29.22,3.9,1700,153
BLK143122,2025-10-05,16:45,17:29,East Hub,10.33,44,0,15,29.66,2.5,911,87
BLK122856,2025-10-05,15:48,16:11,West Hub,7.59,23,1,15,24.18,4.4,2034,225
BLK145890,2025-10-05,10:02,10:28,West Hub,4.31,26,1,25,23.62,4.4,856,95
BLK115784,2025-10-05,22:30,23:16,East Hub,11.09,46,0,15,31.18,2.0,1631,164
BLK138218,2025-10-05,21:46,22:22,West Hub,10.13,36,0,15,29.26,3.4,799,90
BLK106894,2025-10-05,14:54,15:18,North Hub,6.85,24,1,25,28.7,4.6,569,55
BLK106013,2025-10-05,11:37,12:02,South Hub,7.64,25,1,35,36.28,4.6,1460,123
BLK143173,2025-10-05,18:07,18:39,West Hub,10.82,32,0,25,36.64,4.0,2273,218
BLK107810,2025-10-05,11:22,11:49,North Hub,5.15,27,1,35,31.3,4.0,1426,137
BLK108914,2025-10-05,08:19,08:41,West Hub,7.11,22,1,15,23.22,4.5,906,75
BLK136827,2025-10-05,09:51,10:33,East Hub,9.46,42,0,25,33.92,2.8,1180,129
BLK117208,2025-10-05,22:30,23:01,East Hub,4.28,31,0,35,29.56,3.9,445,37
BLK124718,2025-10-05,22:27,22:59,East Hub,3.38,32,0,15,15.76,3.8,447,52
BLK125784,2025-10-05,12:29,12:50,North Hub,2.03,21,1,25,19.06,4.6,2499,271
BLK105670,2025-10-05,21:26,21:47,North Hub,1.14,21,1,15,11.28,4.4,1537,138
BLK105866,2025-10-05,13:12,13:35,North Hub,6.58,23,1,35,34.16,3.3,826,67
BLK114014,2025-10-05,16:52,17:35,East Hub,11.43,43,0,15,31.86,2.8,931,89
BLK112889,2025-10-05,13:51,14:18,West Hub,6.27,27,1,15,21.54,4.1,732,76
BLK109675,2025-10-05,11:52,12:26,North Hub,8.46,34,0,35,37.92,3.6,1415,151
BLK142426,2025-10-05,17:37,18:13,East Hub,8.5,36,0,15,26.0,3.5,1058,89
BLK103436,2025-10-05,18:20,18:57,West Hub,11.67,37,0,25,38.34,3.2,1124,114
BLK149011,2025-10-05,18:19,18:45,West Hub,5.84,26,1,35,32.68,4.3,698,65
BLK145056,2025-10-05,11:25,11:54,North Hub,7.89,29,1,15,24.78,4.2,239,21
BLK131255,2025-10-05,08:49,09:36,East Hub,11.18,47,0,15,31.36,2.1,948,95
BLK148301,2025-10-05,22:22,22:53,East Hub,6.43,31,0,25,27.86,3.9,1039,89
BLK118084,2025-10-05,22:19,22:43,East Hub,2.88,24,1,35,26.76,4.6,1815,188
BLK107056,2025-10-05,11:50,12:13,West Hub,7.22,23,1,25,29.44,4.7,973,111
BLK110779,2025-10-05,12:29,13:13,East Hub,11.64,44,0,15,32.28,2.7,1332,131
BLK137748,2025-10-05,18:21,18:44,West Hub,3.43,23,1,35,27.86,4.5,541,60
BLK126755,2025-10-05,18:57,19:22,South Hub,4.51,25,1,15,18.02,4.5,1595,169
BLK135851,2025-10-05,11:45,12:19,North Hub,11.55,34,0,15,32.1,3.9,1985,177
BLK148442,2025-10-05,14:41,15:08,North Hub,8.84,27,1,15,26.68,4.0,1406,136
BLK139046,2025-10-05,15:21,15:51,South Hub,10.51,30,1,35,42.02,4.1,1625,142
BLK140424,2025-10-05,09:58,10:43,East Hub,11.44,45,0,15,31.88,2.6,1027,120
BLK140396,2025-10-05,22:25,22:48,East Hub,2.68,23,1,15,14.36,4.5,1701,168
BLK145025,2025-10-05,19:11,19:49,East Hub,10.99,38,0,25,36.98,3.4,532,57
BLK125060,2025-10-05,18:06,18:37,North Hub,10.04,31,0,15,29.08,3.6,777,78
BLK112286,2025-10-05,11:28,12:00,West Hub,9.48,32,0,15,27.96,3.7,1862,179
BLK113669,2025-10-05,11:24,11:49,East Hub,1.0,25,1,35,23.0,4.5,1261,127
BLK128780,2025-10-05,13:41,14:23,East Hub,8.84,42,0,25,32.68,3.0,1841,164
BLK148340,2025-10-05,17:10,17:30,South Hub,3.1,20,1,25,21.2,4.8,2140,206
BLK142290,2025-10-05,18:27,18:56,West Hub,9.46,29,1,15,27.92,4.2,258,28
BLK130178,2025-10-05,16:29,17:01,West Hub,9.35,32,0,15,27.7,3.8,1284,137
BLK115423,2025-10-05,21:20,21:37,West Hub,3.16,17,1,25,21.32,4.8,685,71
BLK117559,2025-10-05,22:51,23:13,West Hub,7.13,22,1,15,23.26,4.4,1363,139
BLK144694,2025-10-05,13:07,13:24,West Hub,1.82,17,1,15,12.64,4.8,1598,156
BLK117983,2025-10-05,21:14,21:43,West Hub,10.38,29,1,25,35.76,4.0,505,56
BLK121829,2025-10-05,16:32,16:56,South Hub,4.6,24,1,35,30.2,4.6,759,67
BLK132425,2025-10-05,12:00,12:21,West Hub,5.45,21,1,15,19.9,4.5,2306,197
BLK148236,2025-10-05,11:00,11:30,North Hub,8.45,30,1,25,31.9,4.3,2156,199
BLK128481,2025-10-05,10:23,10:52,South Hub,10.87,29,1,15,30.74,4.1,644,56
BLK132077,2025-10-05,09:35,09:53,South Hub,2.95,18,1,25,20.9,4.9,1380,160
BLK146054,2025-10-05,21:03,21:31,West Hub,8.06,28,1,15,25.12,4.2,607,54
BLK106755,2025-10-05,17:59,18:32,West Hub,10.67,33,0,35,42.34,3.7,1092,110
BLK143768,2025-10-05,20:39,21:06,North Hub,3.77,27,1,35,28.54,4.3,1181,134
BLK148420,2025-10-05,20:28,20:46,South Hub,3.5,18,1,15,16.0,4.7,1401,127
BLK139713,2025-10-05,14:55,15:24,North Hub,10.55,29,1,49,50.5,4.3,838,79
BLK122186,2025-10-05,20:56,21:10,South Hub,3.33,14,1,25,21.66,5.0,1975,198
BLK128538,2025-10-05,22:25,22:56,North Hub,9.84,31,0,15,28.68,3.7,1523,164
BLK135245,2025-10-05,20:03,20:28,West Hub,5.89,25,1,25,26.78,4.4,262,29
BLK121213,2025-10-05,22:13,22:40,North Hub,8.2,27,1,49,45.8,4.2,2057,216
BLK126957,2025-10-05,10:19,10:53,North Hub,10.79,34,0,15,30.58,3.8,1980,236
BLK115171,2025-10-05,21:59,22:34,West Hub,10.42,35,0,25,35.84,4.0,485,49
BLK104365,2025-10-05,12:33,13:07,North Hub,10.37,34,0,25,35.74,3.6,2089,210
BLK143738,2025-10-05,19:57,20:28,West Hub,7.6,31,0,15,24.2,3.7,374,43
BLK110622,2025-10-05,13:53,14:15,South Hub,4.68,22,1,25,24.36,4.6,2326,277
BLK109116,2025-10-05,14:35,14:58,North Hub,4.64,23,1,15,18.28,4.4,917,104
BLK139853,2025-10-05,14:42,15:22,East Hub,8.07,40,0,15,25.14,3.4,2312,194
BLK108277,2025-10-05,15:40,16:07,West Hub,6.53,27,1,15,22.06,4.2,487,57
BLK128427,2025-10-05,09:37,10:04,South Hub,7.25,27,1,25,29.5,4.2,971,77
BLK122351,2025-10-05,19:41,20:21,East Hub,11.08,40,0,25,37.16,3.4,1947,156
BLK132396,2025-10-05,10:41,11:13,North Hub,8.36,32,0,25,31.72,3.7,1590,167
BLK132375,2025-10-05,19:08,19:31,West Hub,3.19,23,1,25,21.38,4.6,2106,191
BLK121072,2025-10-05,08:45,09:17,North Hub,8.36,32,0,15,25.72,3.8,1376,121
BLK135480,2025-10-05,14:53,15:22,South Hub,9.19,29,1,35,39.38,4.0,1621,173
BLK145673,2025-10-05,22:20,22:46,West Hub,5.37,26,1,49,40.14,4.4,391,38
BLK114616,2025-10-05,19:47,20:25,North Hub,10.95,38,0,15,30.9,3.1,2355,237
BLK121687,2025-10-05,09:31,10:00,East Hub,3.34,29,1,25,21.68,4.0,2378,257
BLK124823,2025-10-05,22:47,23:10,East Hub,1.07,23,1,25,17.14,4.6,151,14
BLK108359,2025-10-05,13:51,14:15,North Hub,2.63,24,1,49,34.66,4.4,2492,218
BLK127023,2025-10-05,09:36,10:07,East Hub,4.99,31,0,15,18.98,3.9,2329,197
BLK110136,2025-10-05,08:10,08:38,North Hub,7.58,28,1,15,24.16,4.0,345,35
BLK123673,2025-10-05,19:07,19:36,East Hub,4.56,29,1,15,18.12,4.1,2204,214
BLK139488,2025-10-05,22:55,23:19,East Hub,3.07,24,1,35,27.14,4.6,939,83
BLK115492,2025-10-05,13:40,14:02,South Hub,1.93,22,1,25,18.86,4.5,1962,211
BLK148757,2025-10-05,08:08,08:30,South Hub,7.72,22,1,25,30.44,4.6,1595,161
BLK138857,2025-10-05,09:05,09:30,North Hub,5.32,25,1,25,25.64,4.4,721,70
BLK129452,2025-10-05,17:41,18:05,North Hub,2.13,24,1,15,13.26,2.9,829,72
BLK140937,2025-10-05,11:38,12:01,West Hub,6.3,23,1,25,27.6,4.4,772,89
BLK104060,2025-10-05,17:36,18:03,West Hub,10.08,27,1,15,29.16,4.1,1903,185
BLK116417,2025-10-05,20:20,20:53,East Hub,6.85,33,0,15,22.7,3.9,1511,145
BLK134335,2025-10-05,18:39,19:01,North Hub,2.64,22,1,15,14.28,4.5,572,48
BLK100459,2025-10-05,21:10,21:30,North Hub,1.65,20,1,15,12.3,4.7,1686,177
BLK105018,2025-10-05,11:41,12:07,North Hub,4.04,26,1,15,17.08,4.1,1116,98
BLK116212,2025-10-05,22:18,22:43,West Hub,6.06,25,1,15,21.12,4.6,1160,125
BLK109734,2025-10-05,14:59,15:23,West Hub,8.07,24,1,25,31.14,4.6,2246,190
BLK117503,2025-10-05,17:46,18:18,North Hub,10.7,32,0,35,42.4,3.7,2271,226
BLK102652,2025-10-05,22:56,23:20,West Hub,3.24,24,1,15,15.48,4.5,1632,153
BLK116241,2025-10-05,17:47,18:08,West Hub,5.7,21,1,49,40.8,4.6,2317,206
BLK104008,2025-10-05,16:08,16:25,West Hub,2.17,17,1,35,25.34,4.8,1570,147
BLK101692,2025-10-05,20:40,21:00,North Hub,1.35,20,1,15,11.7,4.9,2454,279
BLK117488,2025-10-05,16:51,17:11,South Hub,2.85,20,1,15,14.7,4.8,1917,204
BLK148623,2025-10-05,17:48,18:20,East Hub,7.03,32,0,15,23.06,4.0,1173,105
BLK113266,2025-10-05,08:42,09:05,North Hub,4.9,23,1,25,24.8,3.4,2411,264
BLK120076,2025-10-05,19:28,20:04,East Hub,6.34,36,0,15,21.68,3.5,430,44
BLK108513,2025-10-05,19:57,20:21,South Hub,3.46,24,1,15,15.92,4.5,1887,224
BLK104778,2025-10-05,18:35,18:58,North Hub,2.85,23,1,15,14.7,4.2,1951,157
BLK140689,2025-10-05,13:58,14:34,North Hub,11.6,36,0,35,44.2,3.3,1273,119
BLK140703,2025-10-05,12:37,13:03,West Hub,3.53,26,1,35,28.06,4.4,822,67
BLK118556,2025-10-05,11:29,11:48,South Hub,5.94,19,1,25,26.88,4.7,1766,176
BLK144089,2025-10-05,22:18,22:44,South Hub,6.96,26,1,25,28.92,4.3,1954,159
BLK114480,2025-10-05,18:37,19:06,East Hub,6.18,29,1,25,27.36,4.1,814,75
BLK143091,2025-10-05,14:45,15:13,West Hub,10.1,28,1,15,29.2,4.1,1943,226
BLK120180,2025-10-05,13:38,14:10,West Hub,8.08,32,0,35,37.16,4.0,2285,237
BLK137969,2025-10-05,11:48,12:04,North Hub,1.0,16,1,25,17.0,3.6,1370,118
BLK115057,2025-10-05,16:30,17:03,North Hub,8.76,33,0,15,26.52,3.9,1072,121
BLK123354,2025-10-05,20:46,21:13,West Hub,7.1,27,1,15,23.2,4.2,596,48
BLK129022,2025-10-05,10:44,11:27,East Hub,9.53,43,0,15,28.06,2.5,1511,173
BLK106181,2025-10-05,08:41,09:01,South Hub,7.25,20,1,35,35.5,4.7,502,47
BLK102610,2025-10-05,17:16,17:43,North Hub,5.45,27,1,49,40.3,4.3,2275,268
BLK106658,2025-10-05,21:56,22:18,South Hub,6.09,22,1,35,33.18,4.4,1747,199
BLK111539,2025-10-05,21:50,22:17,East Hub,4.81,27,1,49,39.02,4.4,1945,191
BLK126048,2025-10-05,19:48,20:19,North Hub,5.88,31,0,25,26.76,3.6,461,41
BLK148581,2025-10-05,20:43,21:10,North Hub,5.72,27,1,25,26.44,4.3,1238,135
BLK105043,2025-10-05,20:00,20:24,West Hub,2.75,24,1,49,34.9,4.4,1094,109
BLK106440,2025-10-06,21:16,21:30,South Hub,1.21,14,1,25,17.42,4.9,1304,137
BLK145282,2025-10-06,16:16,16:46,North Hub,5.61,30,1,49,40.62,4.3,1483,170
BLK147039,2025-10-06,08:43,09:07,West Hub,3.3,24,1,15,15.6,4.4,180,15
BLK134122,2025-10-06,08:05,08:27,South Hub,4.8,22,1,15,18.6,4.5,1491,133
BLK107593,2025-10-06,11:55,12:28,East Hub,8.56,33,0,15,26.12,4.9,1783,143
BLK118732,2025-10-06,20:35,21:04,North Hub,10.33,29,1,25,35.66,4.3,1667,178
BLK128229,2025-10-06,21:13,21:48,East Hub,9.11,35,0,15,27.22,4.0,271,22
BLK116787,2025-10-06,16:36,17:02,West Hub,8.77,26,1,15,26.54,4.0,302,25
BLK144610,2025-10-06,21:18,21:39,North Hub,1.4,21,1,35,23.8,3.9,2101,189
BLK116944,2025-10-06,19:28,19:48,South Hub,8.02,20,1,35,37.04,4.9,1632,194
BLK124545,2025-10-06,11:59,12:17,West Hub,4.02,18,1,49,37.44,4.8,325,33
BLK135481,2025-10-06,11:43,12:01,North Hub,3.31,18,1,15,15.62,4.8,1471,136
BLK117749,2025-10-06,08:06,08:47,East Hub,8.35,41,0,35,37.7,2.8,1773,170
BLK110127,2025-10-06,19:03,19:34,West Hub,8.91,31,0,15,26.82,4.0,2404,277
BLK114963,2025-10-06,18:03,18:27,North Hub,3.86,24,1,15,16.72,4.6,194,17
BLK131220,2025-10-06,10:39,11:08,North Hub,7.16,29,1,25,29.32,4.2,1215,109
BLK131036,2025-10-06,17:06,17:34,East Hub,2.35,28,1,25,19.7,4.3,1048,109
BLK128592,2025-10-06,12:54,13:24,East Hub,3.89,30,1,35,28.78,4.2,2071,242
BLK108310,2025-10-06,10:07,10:30,North Hub,4.01,23,1,15,17.02,4.6,1279,145
BLK143384,2025-10-06,13:19,13:57,North Hub,10.22,38,0,25,35.44,2.0,646,63
BLK102325,2025-10-06,16:03,16:30,North Hub,2.89,27,1,15,14.78,4.4,1038,98
BLK108567,2025-10-06,12:03,12:29,East Hub,3.85,26,1,15,16.7,4.3,254,21
BLK133987,2025-10-06,18:40,19:14,East Hub,6.82,34,0,15,22.64,3.7,2311,255
BLK102958,2025-10-06,12:40,13:15,East Hub,8.19,35,0,49,45.78,2.4,1714,144
BLK144664,2025-10-06,16:13,16:45,South Hub,10.0,32,0,15,29.0,3.7,657,78
BLK145121,2025-10-06,08:32,08:59,West Hub,7.75,27,1,15,24.5,3.0,2438,238
BLK119517,2025-10-06,14:37,14:57,North Hub,2.51,20,1,25,20.02,4.8,1387,155
